user_id,activity_type,hour_of_day,value_metric,timestamp,is_anomaly,risk_score,risk_percentage
user_039,api_call,16.14,805.91,2025-01-26T15:42:00,False,Safe,7
user_023,payment,11.73,1115.74,2025-01-26T17:17:00,False,Safe,15
user_040,file_access,16.03,567.2,2025-01-26T23:01:00,False,Safe,5
user_048,api_call,17.89,408.81,2025-01-27T05:08:00,False,Safe,11
user_021,data_transfer,3.02,10008.6,2025-01-27T06:13:00,True,Critical,78
user_033,file_access,10.3,336.1,2025-01-27T09:55:00,False,Safe,12
user_025,file_access,17.75,779.95,2025-01-27T13:46:00,False,Safe,17
user_013,login,19.35,284.56,2025-01-27T18:41:00,False,Safe,17
user_028,file_access,15.09,449.71,2025-01-27T20:42:00,False,Safe,22
user_007,login,21.19,258.84,2025-01-27T21:29:00,False,Safe,5
user_049,transaction,14.78,382.52,2025-01-27T23:20:00,False,Safe,2
user_044,login,8.57,931.17,2025-01-28T00:01:00,False,Safe,12
user_038,api_call,15.52,1169.53,2025-01-28T00:08:00,False,Safe,24
user_018,api_call,17.02,1295.69,2025-01-28T08:56:00,False,Safe,19
user_047,data_transfer,15.96,352.08,2025-01-28T10:13:00,False,Safe,8
user_019,api_call,9.39,613.14,2025-01-28T10:40:00,False,Safe,6
user_048,transaction,16.28,50.0,2025-01-28T13:37:00,False,Safe,9
user_018,payment,8.57,292.58,2025-01-28T14:21:00,False,Safe,13
user_009,transaction,17.03,461.81,2025-01-28T21:10:00,False,Safe,4
user_020,api_call,18.74,1045.5,2025-01-29T01:23:00,False,Safe,14
user_038,login,15.83,893.04,2025-01-29T21:57:00,False,Safe,22
user_005,login,14.55,432.11,2025-01-30T00:00:00,False,Safe,20
user_035,data_transfer,15.47,503.54,2025-01-30T02:06:00,False,Safe,14
user_005,data_transfer,23.16,695.45,2025-01-30T06:29:00,False,Safe,6
user_012,api_call,14.29,764.83,2025-01-30T12:01:00,False,Safe,14
user_039,api_call,15.85,595.12,2025-01-30T12:16:00,False,Safe,15
user_030,api_call,8.66,1087.79,2025-01-30T14:31:00,False,Safe,21
user_020,login,9.24,748.9,2025-01-31T10:40:00,False,Safe,9
user_033,login,8.96,936.15,2025-01-31T11:49:00,False,Safe,11
user_035,data_transfer,15.5,418.04,2025-01-31T15:24:00,False,Safe,12
user_023,api_call,18.9,784.98,2025-01-31T20:47:00,False,Safe,2
user_003,api_call,13.27,715.11,2025-01-31T22:39:00,False,Safe,9
user_047,login,19.22,855.53,2025-02-01T05:15:00,False,Safe,6
user_018,login,15.93,872.29,2025-02-01T07:57:00,False,Safe,19
user_014,login,16.45,174.74,2025-02-01T08:26:00,False,Safe,9
user_043,transaction,10.75,942.39,2025-02-01T09:05:00,False,Safe,13
user_040,file_access,13.91,657.15,2025-02-01T18:51:00,False,Safe,2
user_048,file_access,6.15,529.19,2025-02-01T19:17:00,False,Safe,11
user_014,transaction,19.1,784.57,2025-02-01T21:51:00,False,Safe,5
user_014,login,11.18,199.67,2025-02-01T23:35:00,False,Safe,11
user_023,login,17.7,1018.53,2025-02-02T14:55:00,False,Safe,7
user_022,data_transfer,13.45,1008.94,2025-02-02T15:42:00,False,Safe,22
user_047,login,19.98,428.54,2025-02-02T17:04:00,False,Safe,14
user_021,transaction,14.03,725.3,2025-02-02T17:48:00,False,Safe,20
user_042,data_transfer,11.86,511.56,2025-02-02T22:27:00,False,Safe,7
user_029,transaction,10.71,208.19,2025-02-03T02:54:00,False,Safe,15
user_008,payment,21.97,7999.15,2025-02-03T05:30:00,True,Critical,95
user_038,file_access,15.19,695.89,2025-02-03T07:20:00,False,Safe,8
user_026,transaction,16.67,941.5,2025-02-03T08:37:00,False,Safe,6
user_028,data_transfer,10.64,221.35,2025-02-03T14:22:00,False,Safe,5
user_018,file_access,16.82,50.0,2025-02-03T23:10:00,False,Safe,19
user_039,data_transfer,7.84,8925.53,2025-02-04T02:41:00,True,Critical,89
user_026,file_access,13.92,332.96,2025-02-04T21:04:00,False,Safe,11
user_020,data_transfer,17.54,270.51,2025-02-05T02:12:00,False,Safe,21
user_018,data_transfer,9.83,6566.54,2025-02-05T13:12:00,True,Critical,79
user_037,file_access,12.45,864.36,2025-02-05T18:09:00,False,Safe,20
user_020,api_call,18.79,517.7,2025-02-05T18:43:00,False,Safe,2
user_023,login,11.25,374.34,2025-02-06T02:49:00,False,Safe,21
user_027,payment,0.66,4072.32,2025-02-06T03:10:00,True,Critical,86
user_047,file_access,4.05,1302.91,2025-02-06T06:15:00,False,Safe,24
user_009,payment,22.14,859.62,2025-02-06T06:18:00,False,Safe,21
user_045,login,6.96,1321.81,2025-02-06T07:03:00,False,Safe,17
user_019,transaction,13.59,729.01,2025-02-06T13:54:00,False,Safe,7
user_037,api_call,15.64,522.5,2025-02-06T16:14:00,False,Safe,14
user_033,api_call,5.5,895.82,2025-02-06T18:50:00,False,Safe,8
user_024,api_call,19.09,160.85,2025-02-06T20:27:00,False,Safe,22
user_005,payment,13.37,839.55,2025-02-07T05:29:00,False,Safe,22
user_002,data_transfer,21.14,13940.92,2025-02-07T05:55:00,True,Critical,84
user_034,transaction,21.46,243.83,2025-02-07T08:45:00,False,Safe,8
user_015,transaction,16.75,794.26,2025-02-07T10:37:00,False,Safe,6
user_046,file_access,16.53,400.6,2025-02-07T10:41:00,False,Safe,18
user_039,payment,14.34,525.97,2025-02-07T18:01:00,False,Safe,14
user_008,login,17.35,693.14,2025-02-07T21:17:00,False,Safe,3
user_005,payment,18.33,615.62,2025-02-08T00:32:00,False,Safe,20
user_016,api_call,11.55,492.92,2025-02-08T04:52:00,False,Safe,10
user_033,file_access,10.65,667.65,2025-02-08T05:46:00,False,Safe,21
user_005,data_transfer,0.01,14211.9,2025-02-08T11:11:00,True,Critical,82
user_028,payment,18.0,866.48,2025-02-08T14:44:00,False,Safe,8
user_039,file_access,12.96,660.97,2025-02-08T16:19:00,False,Safe,19
user_022,payment,13.33,1094.37,2025-02-09T05:06:00,False,Safe,9
user_005,data_transfer,15.58,528.39,2025-02-09T08:59:00,False,Safe,11
user_011,transaction,14.86,573.9,2025-02-09T15:12:00,False,Safe,10
user_032,transaction,14.54,454.31,2025-02-10T02:20:00,False,Safe,13
user_005,payment,13.41,132.93,2025-02-10T02:29:00,False,Safe,22
user_024,payment,18.97,1142.83,2025-02-10T07:04:00,False,Safe,9
user_047,payment,14.18,768.67,2025-02-10T14:31:00,False,Safe,20
user_003,api_call,12.56,561.71,2025-02-10T16:55:00,False,Safe,15
user_005,data_transfer,18.72,432.88,2025-02-10T17:58:00,False,Safe,24
user_001,login,17.58,290.67,2025-02-10T21:54:00,False,Safe,22
user_049,transaction,17.57,502.67,2025-02-10T21:55:00,False,Safe,7
user_018,file_access,13.24,725.35,2025-02-10T22:50:00,False,Safe,13
user_034,payment,11.89,731.18,2025-02-11T05:31:00,False,Safe,22
user_028,api_call,16.74,496.35,2025-02-11T16:32:00,False,Safe,21
user_027,api_call,17.91,88.37,2025-02-11T17:44:00,False,Safe,22
user_011,transaction,11.08,828.78,2025-02-11T21:24:00,False,Safe,3
user_020,data_transfer,18.07,601.09,2025-02-12T02:39:00,False,Safe,19
user_001,file_access,19.77,791.13,2025-02-12T03:06:00,False,Safe,2
user_044,transaction,19.45,1005.72,2025-02-12T15:26:00,False,Safe,14
user_034,login,6.92,856.76,2025-02-12T18:04:00,False,Safe,6
user_029,file_access,5.54,8131.93,2025-02-13T11:07:00,True,Critical,86
user_034,login,9.68,1163.52,2025-02-13T14:13:00,False,Safe,22
user_045,payment,13.7,533.78,2025-02-13T19:43:00,False,Safe,18
user_020,file_access,12.78,699.95,2025-02-13T22:23:00,False,Safe,6
user_047,file_access,13.57,728.66,2025-02-14T06:05:00,False,Safe,5
user_029,api_call,11.63,1164.53,2025-02-14T13:43:00,False,Safe,15
user_002,api_call,19.55,1208.88,2025-02-14T18:31:00,False,Safe,13
user_039,payment,20.88,450.76,2025-02-14T23:31:00,False,Safe,22
user_024,payment,11.6,667.6,2025-02-15T02:20:00,False,Safe,4
user_040,payment,14.28,159.31,2025-02-15T06:44:00,False,Safe,15
user_028,api_call,12.39,600.78,2025-02-15T07:32:00,False,Safe,9
user_014,data_transfer,13.45,262.75,2025-02-15T10:11:00,False,Safe,18
user_001,transaction,10.98,381.68,2025-02-15T10:40:00,False,Safe,23
user_005,file_access,16.72,538.91,2025-02-15T19:19:00,False,Safe,4
user_022,login,16.37,894.42,2025-02-16T01:43:00,False,Safe,18
user_016,api_call,11.81,631.67,2025-02-16T09:31:00,False,Safe,17
user_032,login,11.23,665.71,2025-02-16T11:31:00,False,Safe,24
user_014,payment,17.33,751.42,2025-02-16T13:04:00,False,Safe,17
user_030,payment,16.03,674.96,2025-02-16T16:02:00,False,Safe,21
user_034,transaction,9.58,526.47,2025-02-16T17:44:00,False,Safe,2
user_019,login,8.8,189.33,2025-02-16T22:58:00,False,Safe,20
user_002,payment,7.33,752.38,2025-02-16T23:43:00,False,Safe,13
user_001,api_call,7.68,581.93,2025-02-17T03:41:00,False,Safe,8
user_038,data_transfer,13.31,1138.58,2025-02-17T05:38:00,False,Safe,4
user_036,data_transfer,9.4,332.85,2025-02-17T05:55:00,False,Safe,4
user_011,data_transfer,14.57,636.91,2025-02-17T06:41:00,False,Safe,15
user_035,payment,12.75,660.93,2025-02-17T09:31:00,False,Safe,2
user_044,transaction,10.37,50.0,2025-02-17T15:29:00,False,Safe,17
user_028,transaction,16.87,430.98,2025-02-17T19:23:00,False,Safe,24
user_006,api_call,17.99,892.25,2025-02-17T20:11:00,False,Safe,14
user_013,api_call,9.8,546.12,2025-02-18T01:34:00,False,Safe,15
user_011,api_call,17.81,722.09,2025-02-18T04:47:00,False,Safe,11
user_028,transaction,6.89,50.0,2025-02-18T06:32:00,False,Safe,15
user_044,data_transfer,15.12,1070.5,2025-02-18T11:17:00,False,Safe,23
user_041,login,23.3,996.64,2025-02-18T19:58:00,False,Safe,8
user_023,file_access,4.44,463.4,2025-02-18T23:27:00,False,Safe,18
user_020,data_transfer,5.84,923.01,2025-02-19T04:42:00,False,Safe,19
user_012,payment,12.96,952.9,2025-02-20T01:13:00,False,Safe,11
user_022,login,12.42,1131.97,2025-02-20T01:53:00,False,Safe,7
user_026,payment,13.93,803.0,2025-02-20T07:43:00,False,Safe,3
user_001,data_transfer,16.16,861.94,2025-02-20T14:38:00,False,Safe,21
user_041,api_call,15.6,519.77,2025-02-20T19:08:00,False,Safe,17
user_049,api_call,12.85,788.7,2025-02-20T23:12:00,False,Safe,5
user_009,payment,15.41,802.11,2025-02-21T01:03:00,False,Safe,23
user_009,transaction,12.77,7085.95,2025-02-21T03:46:00,True,Critical,94
user_018,login,8.34,650.94,2025-02-21T03:48:00,False,Safe,9
user_010,file_access,7.55,361.36,2025-02-21T03:59:00,False,Safe,22
user_047,file_access,12.27,1230.56,2025-02-21T05:22:00,False,Safe,7
user_020,api_call,17.03,579.59,2025-02-21T06:29:00,False,Safe,8
user_006,file_access,17.94,564.56,2025-02-21T09:43:00,False,Safe,24
user_024,api_call,12.18,384.38,2025-02-21T12:20:00,False,Safe,11
user_023,login,18.78,1220.14,2025-02-21T16:13:00,False,Safe,4
user_048,data_transfer,22.34,773.27,2025-02-21T18:04:00,False,Safe,12
user_046,file_access,4.39,625.27,2025-02-21T21:54:00,False,Safe,8
user_014,payment,10.82,306.42,2025-02-21T22:28:00,False,Safe,20
user_018,file_access,10.56,455.59,2025-02-21T22:31:00,False,Safe,21
user_003,login,11.96,4317.78,2025-02-22T03:29:00,True,Critical,81
user_014,payment,14.97,406.29,2025-02-22T09:29:00,False,Safe,15
user_003,transaction,17.37,688.65,2025-02-23T01:48:00,False,Safe,9
user_043,file_access,11.49,1262.06,2025-02-23T02:34:00,False,Safe,2
user_016,data_transfer,15.85,489.36,2025-02-23T12:15:00,False,Safe,21
user_027,payment,1.08,11180.54,2025-02-23T15:32:00,True,Critical,98
user_032,api_call,15.7,962.36,2025-02-23T21:12:00,False,Safe,10
user_048,login,12.2,585.78,2025-02-23T22:39:00,False,Safe,23
user_010,file_access,13.57,816.79,2025-02-24T03:17:00,False,Safe,22
user_022,login,8.82,1082.98,2025-02-24T04:34:00,False,Safe,20
user_050,login,5.58,361.71,2025-02-24T06:23:00,False,Safe,16
user_042,payment,6.47,644.86,2025-02-24T08:26:00,False,Safe,13
user_030,data_transfer,13.39,974.87,2025-02-24T08:47:00,False,Safe,7
user_048,api_call,10.24,1131.35,2025-02-24T09:34:00,False,Safe,12
user_048,data_transfer,17.83,1066.06,2025-02-24T09:59:00,False,Safe,14
user_026,transaction,15.89,603.92,2025-02-24T10:19:00,False,Safe,11
user_018,login,13.99,875.53,2025-02-24T13:05:00,False,Safe,9
user_035,login,18.22,202.1,2025-02-24T17:57:00,False,Safe,24
user_035,login,13.11,730.7,2025-02-24T23:28:00,False,Safe,23
user_003,api_call,12.45,92.98,2025-02-25T01:29:00,False,Safe,18
user_013,payment,9.64,512.71,2025-02-25T03:27:00,False,Safe,15
user_030,transaction,20.85,4465.57,2025-02-25T05:12:00,True,Critical,85
user_046,data_transfer,11.26,492.63,2025-02-25T05:17:00,False,Safe,20
user_033,file_access,12.14,932.33,2025-02-25T06:53:00,False,Safe,22
user_042,payment,11.33,646.5,2025-02-25T08:05:00,False,Safe,19
user_050,transaction,10.77,1160.14,2025-02-25T17:59:00,False,Safe,4
user_036,transaction,12.66,690.58,2025-02-25T22:04:00,False,Safe,15
user_014,payment,14.5,557.63,2025-02-25T22:30:00,False,Safe,16
user_040,login,12.65,888.73,2025-02-25T22:32:00,False,Safe,6
user_024,login,7.79,761.88,2025-02-26T01:11:00,False,Safe,10
user_027,api_call,15.46,987.82,2025-02-26T03:51:00,False,Safe,17
user_041,data_transfer,17.68,896.55,2025-02-26T03:56:00,False,Safe,8
user_025,payment,18.16,719.94,2025-02-26T05:35:00,False,Safe,5
user_040,data_transfer,0.55,14644.49,2025-02-26T10:08:00,True,Critical,86
user_040,transaction,11.51,357.05,2025-02-26T12:50:00,False,Safe,15
user_012,payment,12.15,1284.39,2025-02-26T14:46:00,False,Safe,16
user_003,login,11.35,634.7,2025-02-26T15:31:00,False,Safe,7
user_031,data_transfer,15.04,851.99,2025-02-26T22:00:00,False,Safe,10
user_005,transaction,5.92,7294.6,2025-02-27T03:55:00,True,Critical,90
user_044,login,15.29,993.34,2025-02-27T14:10:00,False,Safe,5
user_032,api_call,19.81,718.52,2025-02-27T15:51:00,False,Safe,4
user_019,login,12.23,1057.7,2025-02-27T19:16:00,False,Safe,19
user_014,api_call,12.25,802.46,2025-02-27T21:34:00,False,Safe,15
user_038,transaction,13.26,258.72,2025-02-27T22:43:00,False,Safe,18
user_049,payment,6.36,7919.18,2025-02-28T06:13:00,True,Critical,86
user_002,data_transfer,22.27,568.34,2025-03-01T11:05:00,False,Safe,17
user_002,transaction,11.31,704.56,2025-03-01T11:33:00,False,Safe,3
user_033,api_call,16.05,242.37,2025-03-01T13:50:00,False,Safe,2
user_043,file_access,9.89,756.36,2025-03-01T16:18:00,False,Safe,6
user_040,payment,14.89,475.23,2025-03-02T04:45:00,False,Safe,23
user_016,login,10.06,619.56,2025-03-02T10:29:00,False,Safe,22
user_026,payment,1.29,13108.27,2025-03-02T12:02:00,True,Critical,95
user_018,transaction,8.45,5983.4,2025-03-02T18:51:00,True,Critical,91
user_036,login,10.95,293.12,2025-03-03T04:25:00,False,Safe,17
user_035,transaction,15.21,1267.37,2025-03-03T04:42:00,False,Safe,6
user_016,payment,13.31,988.61,2025-03-03T06:45:00,False,Safe,5
user_022,file_access,22.76,553.74,2025-03-03T11:16:00,False,Safe,6
user_013,api_call,14.06,345.97,2025-03-03T12:25:00,False,Safe,22
user_014,data_transfer,20.04,822.99,2025-03-03T22:10:00,False,Safe,12
user_007,transaction,12.74,962.11,2025-03-04T05:36:00,False,Safe,5
user_029,transaction,19.36,50.0,2025-03-04T07:59:00,False,Safe,15
user_045,file_access,1.64,8554.43,2025-03-04T09:13:00,True,Critical,82
user_038,api_call,11.2,979.34,2025-03-04T10:39:00,False,Safe,3
user_030,file_access,16.14,50.0,2025-03-04T11:29:00,False,Safe,12
user_007,file_access,14.88,703.83,2025-03-04T13:02:00,False,Safe,19
user_039,login,11.55,1437.16,2025-03-04T20:40:00,False,Safe,21
user_044,payment,12.72,50.0,2025-03-04T21:55:00,False,Safe,16
user_048,transaction,10.07,490.04,2025-03-05T04:39:00,False,Safe,23
user_003,payment,10.2,14427.57,2025-03-05T07:40:00,True,Critical,86
user_013,transaction,7.92,397.93,2025-03-05T09:56:00,False,Safe,16
user_034,file_access,17.89,916.54,2025-03-05T10:13:00,False,Safe,2
user_040,payment,15.98,686.88,2025-03-05T11:03:00,False,Safe,3
user_009,payment,7.14,7997.75,2025-03-05T13:31:00,True,Critical,78
user_007,file_access,17.55,490.86,2025-03-05T13:32:00,False,Safe,15
user_017,payment,9.52,676.53,2025-03-05T18:28:00,False,Safe,10
user_036,api_call,9.87,810.04,2025-03-05T22:35:00,False,Safe,23
user_037,payment,10.2,650.17,2025-03-05T22:58:00,False,Safe,10
user_042,data_transfer,8.25,272.33,2025-03-05T23:22:00,False,Safe,3
user_038,file_access,18.19,1001.83,2025-03-05T23:38:00,False,Safe,2
user_048,data_transfer,16.18,630.23,2025-03-06T04:13:00,False,Safe,20
user_028,login,11.12,714.24,2025-03-06T06:55:00,False,Safe,21
user_045,transaction,8.48,502.85,2025-03-06T17:11:00,False,Safe,21
user_034,file_access,21.76,969.43,2025-03-06T18:47:00,False,Safe,14
user_006,payment,16.08,190.93,2025-03-07T02:05:00,False,Safe,10
user_033,payment,16.85,50.0,2025-03-07T09:31:00,False,Safe,3
user_002,payment,17.98,1214.74,2025-03-07T11:32:00,False,Safe,6
user_023,payment,16.68,510.4,2025-03-07T16:08:00,False,Safe,19
user_024,payment,9.89,445.52,2025-03-07T20:25:00,False,Safe,20
user_034,data_transfer,19.97,708.56,2025-03-08T00:06:00,False,Safe,22
user_016,api_call,24.0,822.32,2025-03-08T01:49:00,False,Safe,11
user_037,login,11.81,336.59,2025-03-08T03:56:00,False,Safe,23
user_013,data_transfer,15.05,928.95,2025-03-08T09:19:00,False,Safe,13
user_016,transaction,10.98,807.44,2025-03-08T09:55:00,False,Safe,19
user_027,data_transfer,15.3,1128.13,2025-03-08T10:41:00,False,Safe,21
user_011,data_transfer,7.92,483.2,2025-03-08T12:13:00,False,Safe,11
user_021,file_access,15.31,337.38,2025-03-08T14:17:00,False,Safe,13
user_003,transaction,10.68,346.34,2025-03-08T21:04:00,False,Safe,17
user_043,payment,18.91,959.92,2025-03-08T21:26:00,False,Safe,9
user_030,payment,11.15,491.37,2025-03-09T00:02:00,False,Safe,3
user_039,file_access,16.34,548.85,2025-03-09T01:14:00,False,Safe,2
user_034,data_transfer,10.14,650.18,2025-03-09T01:48:00,False,Safe,14
user_016,payment,17.8,447.35,2025-03-09T02:25:00,False,Safe,23
user_027,login,13.32,1273.67,2025-03-09T02:46:00,False,Safe,20
user_010,file_access,9.25,716.14,2025-03-09T04:01:00,False,Safe,16
user_042,payment,10.73,1086.97,2025-03-09T14:11:00,False,Safe,24
user_048,payment,18.16,619.28,2025-03-09T15:00:00,False,Safe,14
user_042,transaction,8.84,481.04,2025-03-09T15:07:00,False,Safe,14
user_021,data_transfer,14.7,1158.53,2025-03-09T17:37:00,False,Safe,4
